"ID","ItemType","Name","Script","Level","Race","Female","Class","Faction","Rank","Autocalc","Respawn","Animation","Disposition","Blood","Hair","Head","Persist","Blocked","Strength","Agility","Speed","Endurance","Personality","Intelligence","Willpower","Luck","Gold","Health","SpellPts","Magic"
"gorven menas","NPC","Gorven Menas","strongholdServices","13","Dark Elf","Yes","Alchemist Service","Telvanni","3","No","No","","50","Default (Red)","b_n_dark elf_f_hair_13","b_n_dark elf_f_head_07","No","Yes","56","53","67","37","51","88","59","50","350","82","205","176"
"gothren","NPC","Gothren","TelvanniCouncilor","26","Dark Elf","No","Sorcerer","Telvanni","9","No","No","","50","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_05","No","No","65","100","78","80","52","100","100","40","0","272","313","200"
"Goval Ralen","NPC","Goval Ralen","nolore","20","Dark Elf","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_24","B_N_Dark Elf_M_Head_17","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gragus lleran","NPC","Gragus Lleran","","9","Dark Elf","No","Assassin","Morag Tong","3","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"grand inquisitor","NPC","Grand Inquisitor","","23","Dark Elf","No","Spellsword","Temple","5","No","No","","50","Default (Red)","b_n_dark elf_m_hair_22","b_n_dark elf_m_head_09","No","No","93","75","68","70","43","71","100","40","0","235","338","142"
"grandfather frost","NPC","Grandfather Frost","GrandfatherFrostScript","25","Breton","No","Alchemist","","0","No","No","","90","Default (Red)","b_n_breton_m_hair_00","B_N_Breton_M_Head_08","No","No","81","56","74","64","52","100","98","50","0","144","299","200"
"Granny Varis","NPC","Granny Varis","","4","Dark Elf","Yes","Caretaker","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_13","b_n_dark elf_f_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"graring","NPC","Graring","ColonyGraring","40","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"grat gra-sharolg","NPC","Grat gra-Sharolg","","19","Orc","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_orc_f_hair02","b_n_orc_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"grat gro-gholfim","NPC","Grat gro-Gholfim","","15","Orc","No","Healer","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_03","b_n_orc_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Gratian Caerellius","NPC","Gratian Caerellius","ColonyGratian","40","Imperial","No","Commoner","East Empire Company","0","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_02","b_n_imperial_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Gratian Caerellius_guar","NPC","Gratian Caerellius","nolore","40","Imperial","No","Guard","East Empire Company","2","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_02","b_n_imperial_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"grazob gra-kharz","NPC","Grazob gra-Kharz","","18","Orc","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_orc_f_hair01","b_n_orc_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"greidil half-troll","NPC","Greidil Half-Troll","","15","Nord","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_05","b_n_nord_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"grerid axe-wife","NPC","Grerid Axe-Wife","","45","Nord","Yes","Warrior","Skaal","0","No","No","","50","Default (Red)","b_n_nord_f_hair_02","b_n_nord_f_head_05","No","No","100","100","130","100","56","65","85","40","0","364","385","130"
"grey_throat","NPC","Grey-Throat","slaveScript","2","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair06","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gualtierus spurius","NPC","Gualtierus Spurius","spuriousScript","45","Imperial","No","Smuggler","","0","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_04","b_n_imperial_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Guard_Helseth","NPC","Royal Guard","","50","Dark Elf","No","Guard","Royal Guard","0","No","Yes","","40","Default (Red)","b_n_dark elf_m_hair_10","b_n_dark elf_m_head_07","No","No","100","100","100","100","74","94","69","40","0","400","369","188"
"Guard_Helseth_attack","NPC","Royal Guard","fab_attack_helseth","50","Dark Elf","No","Guard","Royal Guard","0","No","Yes","","40","Default (Red)","b_n_dark elf_m_hair_10","b_n_dark elf_m_head_07","No","No","100","100","100","100","74","94","69","40","0","400","369","188"
"Guard_HighOrd_Attack","NPC","High Ordinator","fab_attack_highord","60","Dark Elf","No","Guard","Temple","6","No","Yes","","40","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_12","No","No","100","100","100","100","100","100","100","80","0","500","400","200"
"gudling the rascal","NPC","Gudling the Rascal","","12","Nord","No","Hunter","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair04","b_n_nord_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Guldrise Dralor","NPC","Guldrise Dralor","","16","Dark Elf","Yes","Savant Service","Thieves Guild","5","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_03","No","No","0","0","0","0","0","0","0","0","300","0","0","0"
"Gulena Girith","NPC","Gulena Girith","","5","Dark Elf","Yes","Healer","","0","No","No","","20","Default (Red)","b_n_dark elf_f_hair_24","b_n_dark elf_f_head_01","No","No","45","44","58","32","57","44","53","40","0","50","174","88"
"gulfim gra-borbul","NPC","Gulfim gra-Borbul","","7","Orc","Yes","Barbarian","","0","No","No","","50","Default (Red)","b_n_orc_f_hair04","b_n_orc_f_head_01","No","No","77","60","46","45","54","46","38","40","0","92","220","23"
"gulitte cienne","NPC","Gulitte Cienne","nolore","18","Breton","Yes","Mage","","0","Yes","No","","50","Default (Red)","b_n_breton_f_hair_05","b_n_breton_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"guls llervu","NPC","Guls Llervu","","10","Dark Elf","No","Priest Service","Redoran","3","No","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_01","No","Yes","56","50","64","45","48","53","72","40","150","77","223","106"
"gulvilie arinith","NPC","Gulvilie Arinith","nolore","19","Dark Elf","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_17","b_n_dark elf_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Gurag gro-Yarzol","NPC","Guarg gro-Yarzol","","5","Orc","No","Commoner","Hlaalu","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_01","b_v_orc_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gurak gro-bagrat","NPC","Gurak gro-Bagrat","","15","Orc","No","Smuggler","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_02","b_n_orc_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"gureryne selvilo","NPC","Gureryne Selvilo","nolore","5","Dark Elf","Yes","Savant","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_23","b_n_dark elf_f_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"guril retheran","NPC","Guril Retheran","BILL_MT_WritGuril","13","Dark Elf","No","Assassin","Redoran","3","No","No","","50","Default (Red)","b_n_dark elf_m_hair_06","b_n_dark elf_m_head_12","No","Yes","67","76","65","48","48","68","60","40","0","119","251","136"
"Gwen","NPC","Gwen","","11","Redguard","Yes","Warrior","","0","Yes","No","","50","Default (Red)","b_n_redguard_f_hair_01","b_n_redguard_f_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"haakon","NPC","Haakon","","9","Nord","No","Barbarian","","0","Yes","No","","20","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"habasi","NPC","Sugar-Lips Habasi","nolore","19","Khajiit","Yes","Thief Service","Thieves Guild","8","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair02","b_n_khajiit_f_head_01","No","No","0","0","0","0","0","0","0","0","300","0","0","0"
"haema farseer","NPC","Haema Farseer","","4","Nord","Yes","Shipmaster","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_02","b_n_nord_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Haening","NPC","Haening","","13","Nord","No","Rogue","Fighters Guild","4","Yes","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"haesmar","NPC","Haesmar","","11","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair05","b_n_nord_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hagrad the stone","NPC","Hagrad the Stone","nolore","40","Nord","No","Barbarian","Skaal","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair05","b_n_nord_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hainab","NPC","Hainab","UrshilakuKill","7","Dark Elf","Yes","Herder","Ashlanders","3","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_22","b_n_dark elf_f_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hainab lasamsi","NPC","Hainab Lasamsi","","5","Dark Elf","No","Farmer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_14","b_n_dark elf_m_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hairan","NPC","Hairan","nolore","10","Dark Elf","No","Hunter","Ashlanders","2","No","No","","50","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_04","No","Yes","54","82","82","48","35","47","40","40","0","94","224","94"
"hairan mannanalit","NPC","Hairan Mannanalit","","8","Dark Elf","Yes","Scout","Ashlanders","1","No","No","","50","Default (Red)","b_n_dark elf_f_hair_04","b_n_dark elf_f_head_01","No","No","53","61","73","50","44","48","38","40","0","93","202","96"
"hakar the candle","NPC","Hakar the Candle","","15","Nord","No","Smith","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_05","No","Yes","100","57","74","77","38","41","51","40","1300","172","285","82"
"haki","NPC","Haki","nolore","17","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair04","b_n_nord_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"haki the halt","NPC","Haki the Halt","","19","Nord","No","Battlemage","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair00","b_n_nord_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"haleneri salor","NPC","Haleneri Salor","","9","Dark Elf","Yes","Thief","Hlaalu","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_02","b_n_dark elf_f_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hallvaror","NPC","Hallvaror","","20","Nord","No","Shipmaster","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair05","B_N_Nord_M_Head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"halof","NPC","Halof","","11","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamlof Red-tooth","NPC","Hamlof Red-tooth","","13","Nord","No","Warrior","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair03","b_n_nord_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hamvir","NPC","Hamvir","","8","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair05","b_n_nord_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"han-ammu","NPC","Han-Ammu","hanAmmuNoLore","11","Dark Elf","No","Herder","Ashlanders","2","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"han-tulm","NPC","Han-Tulm","slaveScript","1","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair01","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hanarai assutlanipal","NPC","Hanarai Assutlanipal","nolore","10","Dark Elf","Yes","Agent","Sixth House","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_09","No","No","56","74","67","35","68","50","37","40","0","81","202","100"
"hannabi zabynatus","NPC","Hannabi Zabynatus","","5","Dark Elf","Yes","Smith","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_13","b_n_dark elf_f_head_06","No","Yes","63","48","60","45","42","43","33","40","500","78","189","86"
"hannat zainsubani","NPC","Hannat Zainsubani","hannatScript","8","Dark Elf","No","Thief","Thieves Guild","7","No","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_02","No","Yes","54","62","75","45","50","53","56","40","0","85","217","26"
"hansi saharnatturapli","NPC","Hansi Saharnatturapli","","7","Dark Elf","Yes","Mabrigash","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_04","No","No","53","43","50","54","36","46","84","40","0","90","234","92"
"haran","NPC","Haran","slaveScript","1","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair06","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"harassa","NPC","Harassa","slaveScript","1","Khajiit","Yes","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_khajiit_f_hair03","b_n_khajiit_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hasell","NPC","Hasell","","7","Redguard","No","Drillmaster Service","Fighters Guild","1","No","No","","50","Default (Red)","b_n_redguard_m_hair_01","b_n_redguard_m_head_03","No","Yes","66","60","61","55","34","45","35","40","0","90","216","90"
"hasphat antabolis","NPC","Hasphat Antabolis","nolore","9","Imperial","No","Drillmaster","Fighters Guild","1","No","No","","50","Default (Red)","b_n_imperial_m_hair_04","B_N_Imperial_M_Head_06","No","No","62","53","68","47","55","56","36","40","0","91","198","112"
"hassour zainsubani","NPC","Hassour Zainsubani","nolore","7","Dark Elf","No","Thief","Thieves Guild","4","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_10","b_n_dark elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hathei","NPC","Hathei","","10","Argonian","No","Warrior","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair04","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hecerinde","NPC","Hecerinde","","25","High Elf","No","Agent","Thieves Guild","6","No","No","","50","Default (Red)","b_n_high elf_m_hair_03","b_n_high elf_m_head_04","No","Yes","73","100","76","54","98","76","59","40","1000","192","286","152"
"heddvild","NPC","Heddvild","","3","Nord","Yes","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_04","b_n_nord_f_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"heedul","NPC","Heedul","slaveScript","1","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair05","b_n_argonian_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"heem_la","NPC","Heem-La","","7","Argonian","No","Mage Service","Mages Guild","4","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair01","b_n_argonian_m_head_01","No","Yes","46","55","58","34","38","60","64","40","0","58","199","120"
"hefadmir","NPC","Hefadmir","","5","Nord","No","Rogue","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_04","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Heidmir","NPC","Heidmir","","17","Nord","No","Noble","Imperial Legion","6","Yes","No","","50","Default (Red)","b_n_nord_m_hair00","b_n_nord_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"heifnir","NPC","Heifnir","","8","Nord","No","Trader Service","","0","No","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_02","No","Yes","71","43","50","54","55","41","51","40","700","97","219","82"
"heir-zish","NPC","Heir-Zish","slaveScript","1","Argonian","No","Slave","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair05","b_n_argonian_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"helga","NPC","Helga","","3","Nord","Yes","Commoner","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_05","b_n_nord_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hels_assassin1","NPC","Assassin","helsAssScript","30","Imperial","No","Assassin","","0","No","No","","50","Default (Red)","b_n_imperial_m_hair_03","b_n_imperial_m_head_05","No","No","100","100","100","57","67","91","53","40","0","194","310","182"
"hels_assassin2","NPC","Assassin","helsAssScript","30","Imperial","No","Assassin","","0","Yes","No","","50","Default (Red)","B_N_Imperial_M_Hair_09","B_N_Imperial_M_Head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hels_assassin3","NPC","Assassin","helsAssScript","30","Imperial","No","Assassin","","0","Yes","No","","50","Default (Red)","b_n_imperial_m_hair_02","b_n_imperial_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"helviane desele","NPC","Helviane Desele","","12","Breton","Yes","Trader Service","","0","No","No","","50","Default (Red)","b_n_breton_f_hair_01","b_n_breton_f_head_02","No","Yes","44","60","52","43","74","78","59","40","75","90","206","156"
"hemus zelma-alit","NPC","Hemus Zelma-Alit","","9","Dark Elf","No","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_17","b_n_dark elf_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Heniele Milielle","NPC","Heniele Milielle","strongholdServices","3","Breton","Yes","Commoner","Redoran","0","Yes","No","","50","Default (Red)","b_n_breton_f_hair_02","b_n_breton_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hentus yansurnummu","NPC","Hentus Yansurnummu","nolore","5","Dark Elf","No","Miner","Temple","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_01","b_n_dark elf_m_head_04","No","No","73","36","32","57","46","44","57","40","0","93","223","22"
"herd","NPC","Herd","","11","Nord","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"hession","NPC","Hession","HessionScript","40","High Elf","Yes","Publican","","0","No","No","","50","Default (Red)","b_n_high elf_f_hair_04","b_n_high elf_f_head_01","No","No","81","100","83","77","100","100","71","40","0","235","329","200"
